cant_semestres,sexo,prom_notas_semestre,prom_inasistencias,cursos_reprobados,desercion
0,F,13.364285469055176,7.0,0,0
0,F,12.863750457763672,2.25,2,0
0,M,13.933333396911621,7.0,1,0
0,F,15.274999618530273,2.5,0,0
0,M,14.581666946411133,14.5,0,0
0,F,11.164999961853027,7.5,3,0
0,F,13.677143096923828,13.714285850524902,0,0
0,F,13.035714149475098,10.428571701049805,1,0
0,M,11.04714298248291,15.857142448425293,2,0
0,F,11.472857475280762,16.285715103149414,3,0
0,F,12.375714302062988,3.7142856121063232,2,0
0,M,11.44428539276123,3.857142925262451,2,0
0,F,14.072500228881836,14.75,0,0
1,M,11.902856826782227,6.5714287757873535,2,1
0,F,13.764286041259766,9.714285850524902,1,0
0,F,13.175714492797852,9.571428298950195,1,0
0,M,13.40999984741211,11.0,1,0
0,F,12.685714721679688,5.857142925262451,1,0
0,M,12.640000343322754,2.1666667461395264,2,0
0,F,14.859999656677246,14.5,0,0
0,M,12.805000305175781,7.25,2,0
0,F,12.232000350952148,18.0,2,0
0,F,13.359999656677246,8.0,0,0
0,F,11.822500228881836,4.0,1,0
0,F,14.829999923706055,10.833333015441895,0,0
0,M,13.394286155700684,10.285714149475098,1,0
0,M,13.013333320617676,16.33333396911621,1,0
0,F,11.701428413391113,12.428571701049805,2,0
0,M,14.271666526794434,6.666666507720947,0,0
0,M,12.878571510314941,8.142857551574707,2,0
0,F,14.287142753601074,13.142857551574707,0,0
0,M,13.048333168029785,14.5,1,0
0,M,6.900000095367432,27.5,3,0
0,M,11.72166633605957,16.83333396911621,3,0
0,M,16.755714416503906,5.285714149475098,0,0
0,F,13.553333282470703,6.5,1,0
0,F,10.46166706085205,4.833333492279053,3,0
0,M,17.308570861816406,7.0,0,0
0,F,13.512499809265137,9.75,0,0
0,M,12.350000381469727,20.0,0,0
0,F,14.697999954223633,4.0,0,0
0,F,15.791428565979004,4.0,0,0
0,F,11.772500038146973,10.5,1,0
0,M,12.52750015258789,14.25,0,0
0,F,13.938888549804688,13.666666984558105,0,0
0,M,15.145999908447266,1.7999999523162842,0,0
0,F,15.483750343322754,6.875,0,0
0,M,14.569999694824219,1.3333333730697632,0,0
0,F,13.5024995803833,3.5,0,0
0,F,8.824999809265137,15.75,3,0
0,M,10.863333702087402,13.5,4,0
0,F,13.835714340209961,9.428571701049805,0,0
0,M,13.039999961853027,8.714285850524902,0,0
0,F,10.643333435058594,10.833333015441895,3,0
0,F,8.857500076293945,20.25,3,0
0,M,12.865714073181152,10.142857551574707,1,0
0,M,14.777142524719238,12.857142448425293,0,0
0,F,13.378571510314941,17.14285659790039,1,0
0,F,13.571999549865723,5.0,1,0
0,F,14.433333396911621,6.5,0,0
0,M,13.699999809265137,12.0,0,0
0,M,17.06999969482422,0.3333333432674408,0,0
0,F,12.365714073181152,6.4285712242126465,2,0
0,F,14.444999694824219,12.833333015441895,0,0
0,F,13.051250457763672,7.125,2,0
0,F,11.944999694824219,7.5,1,0
0,M,13.488571166992188,11.285714149475098,0,0
0,F,14.372857093811035,6.714285850524902,1,0
0,F,14.565555572509766,1.4444444179534912,0,0
0,F,12.282856941223145,11.571428298950195,1,0
0,M,12.804286003112793,11.285714149475098,1,0
0,F,12.992500305175781,3.625,1,0
0,F,15.632857322692871,2.7142856121063232,0,0
0,F,13.228333473205566,10.666666984558105,1,0
0,F,12.720000267028809,9.833333015441895,1,0
0,F,12.317999839782715,3.200000047683716,1,0
0,F,13.955714225769043,6.5714287757873535,1,0
0,M,13.0337495803833,7.75,0,0
0,M,9.0600004196167,22.66666603088379,2,0
0,F,8.798333168029785,8.166666984558105,5,0
0,M,10.13599967956543,19.799999237060547,3,0
0,F,14.335714340209961,5.285714149475098,0,0
0,F,12.40999984741211,15.75,1,0
0,F,12.642857551574707,5.285714149475098,2,0
0,M,12.244999885559082,4.0,1,0
0,F,16.280000686645508,2.125,0,0
0,F,12.418749809265137,6.5,1,0
0,F,14.628571510314941,3.4285714626312256,0,0
0,F,15.234285354614258,3.7142856121063232,0,0
0,F,7.820000171661377,21.33333396911621,3,0
0,M,11.255000114440918,12.666666984558105,2,0
0,F,10.425000190734863,10.0,1,0
0,F,10.865714073181152,19.571428298950195,2,0
0,F,13.90999984741211,0.3333333432674408,1,0
0,M,13.918000221252441,6.0,0,0
0,M,13.207500457763672,14.75,0,0
0,F,10.636666297912598,16.66666603088379,1,0
0,F,12.518571853637695,5.285714149475098,1,0
0,M,12.143333435058594,14.833333015441895,0,0
0,F,13.708749771118164,6.75,1,0
0,F,14.365714073181152,2.7142856121063232,0,0
0,M,12.66333293914795,7.5,0,0
0,M,12.447999954223633,8.600000381469727,1,0
0,M,14.970000267028809,4.5714287757873535,0,0
0,M,12.325714111328125,5.4285712242126465,2,0
0,M,13.078332901000977,1.1666666269302368,2,0
0,M,11.816666603088379,13.333333015441895,2,0
0,F,10.328332901000977,15.333333015441895,4,0
0,F,11.912500381469727,4.0,3,0
0,M,10.90999984741211,11.600000381469727,2,0
0,M,10.673333168029785,19.16666603088379,4,0
0,M,13.363750457763672,1.625,0,0
0,F,9.793999671936035,19.200000762939453,2,0
0,F,15.42199993133545,1.2000000476837158,0,0
0,F,12.587142944335938,8.571428298950195,1,0
0,F,12.505714416503906,8.571428298950195,3,0
0,F,14.199999809265137,12.285714149475098,0,0
0,F,11.573333740234375,3.6666667461395264,2,0
0,F,14.138333320617676,6.666666507720947,1,0
0,M,12.415714263916016,6.4285712242126465,2,0
0,M,13.225000381469727,13.5,2,0
0,M,12.998332977294922,3.0,0,0
0,M,13.728571891784668,10.428571701049805,0,0
0,F,12.337142944335938,2.857142925262451,3,0
0,F,11.337142944335938,14.857142448425293,2,0
0,F,12.074999809265137,1.75,2,0
0,F,9.136666297912598,18.0,2,0
1,M,8.8100004196167,22.0,1,1
0,F,13.083333015441895,0.8333333134651184,0,0
0,F,8.571666717529297,20.33333396911621,4,0
0,M,14.052499771118164,5.0,0,0
0,F,12.577500343322754,13.25,2,0
0,M,10.857500076293945,20.5,2,0
0,M,13.34000015258789,8.0,1,0
0,M,14.130000114440918,20.0,0,0
0,F,9.803333282470703,12.166666984558105,4,0
0,F,12.534000396728516,14.399999618530273,1,0
0,M,10.40142822265625,14.285714149475098,4,0
0,F,13.112000465393066,5.400000095367432,2,0
0,M,10.468000411987305,21.799999237060547,2,0
0,F,10.085000038146973,7.166666507720947,3,0
0,M,13.913749694824219,8.875,0,0
0,M,13.516666412353516,8.666666984558105,2,0
0,F,14.337142944335938,1.4285714626312256,0,0
0,M,16.989999771118164,2.625,0,0
0,M,12.697500228881836,7.25,1,0
0,M,10.710000038146973,16.66666603088379,1,0
0,F,12.930000305175781,9.625,1,0
0,M,15.121999740600586,9.800000190734863,0,0
0,F,12.323333740234375,17.33333396911621,1,0
0,M,12.555000305175781,12.166666984558105,0,0
0,F,14.40999984741211,5.5714287757873535,0,0
0,M,10.307499885559082,18.0,2,0
0,M,13.475714683532715,9.0,0,0
0,F,15.732856750488281,2.5714285373687744,0,0
0,F,13.884285926818848,14.857142448425293,1,0
0,F,13.79285717010498,2.0,0,0
0,M,14.057499885559082,8.75,0,0
0,M,12.408571243286133,15.142857551574707,1,0
0,M,14.0024995803833,6.25,0,0
0,F,14.305000305175781,11.0,0,0
0,M,12.047499656677246,11.0,2,0
0,M,13.458571434020996,8.0,0,0
0,M,13.119999885559082,12.0,1,0
0,M,8.78166675567627,20.0,3,0
0,F,13.684286117553711,8.142857551574707,0,0
0,F,12.943333625793457,13.0,1,0
0,M,14.858750343322754,3.0,0,0
0,M,13.069999694824219,12.5,0,0
0,M,12.158571243286133,8.285714149475098,1,0
0,M,14.164999961853027,19.0,0,0
0,F,11.973999977111816,11.600000381469727,1,0
0,M,11.934000015258789,12.800000190734863,1,0
0,F,11.225000381469727,13.833333015441895,5,0
0,F,13.794285774230957,5.5714287757873535,0,0
0,F,12.75428581237793,16.14285659790039,1,0
0,F,13.743332862854004,5.833333492279053,1,0
0,F,14.49142837524414,1.1428571939468384,0,0
0,F,11.923999786376953,11.800000190734863,1,0
0,F,14.91333293914795,8.833333015441895,0,0
0,F,11.704285621643066,11.285714149475098,2,0
0,M,13.69857120513916,4.4285712242126465,0,0
0,F,14.0600004196167,2.375,1,0
0,M,11.815999984741211,11.600000381469727,2,0
0,M,11.967143058776855,9.0,3,0
0,M,16.049999237060547,1.2857142686843872,0,0
0,M,15.25428581237793,16.0,0,0
2,F,6.619999885559082,20.0,1,1
0,M,13.283333778381348,5.333333492279053,2,0
4,F,16.299999237060547,15.0,0,1
0,M,13.701666831970215,8.5,0,0
0,F,11.90250015258789,14.75,4,0
0,M,11.372857093811035,13.0,1,0
0,F,11.278571128845215,12.428571701049805,4,0
0,F,16.30714225769043,1.8571428060531616,0,0
0,F,12.510000228881836,13.666666984558105,2,0
0,F,15.787500381469727,0.0,0,0
0,M,13.167142868041992,12.142857551574707,3,0
0,M,9.708571434020996,16.85714340209961,3,0
0,F,14.012857437133789,14.857142448425293,0,0
0,F,15.522856712341309,1.4285714626312256,0,0
0,M,13.824999809265137,0.5,0,0
0,F,14.3100004196167,29.0,0,0
0,M,12.488333702087402,15.166666984558105,2,1
0,M,12.565999984741211,15.800000190734863,1,0
0,F,14.476249694824219,2.375,1,0
0,M,10.953332901000977,4.166666507720947,2,0
0,M,10.185999870300293,3.200000047683716,3,0
0,M,10.215714454650879,10.142857551574707,4,0
0,F,12.619999885559082,0.2857142984867096,2,0
0,M,12.77750015258789,9.875,1,0
0,F,13.061429023742676,11.285714149475098,1,0
0,M,13.3871431350708,11.142857551574707,0,0
0,F,12.50428581237793,17.0,4,0
0,F,12.608888626098633,9.0,2,0
0,M,13.588333129882812,5.833333492279053,0,0
0,M,8.949999809265137,14.428571701049805,5,0
0,F,14.630000114440918,30.0,0,0
0,M,12.815713882446289,10.142857551574707,1,0
0,M,11.632499694824219,22.5,1,0
0,F,13.529999732971191,7.714285850524902,1,0
1,M,15.274999618530273,6.5,0,1
5,M,10.699999809265137,3.0,1,1
0,F,13.479999542236328,2.2857143878936768,0,0
0,F,12.831666946411133,10.833333015441895,1,0
0,F,13.633749961853027,0.625,0,0
0,F,14.633333206176758,5.5,0,0
0,F,15.682857513427734,1.5714285373687744,0,0
0,F,14.89571475982666,0.0,0,0
0,M,4.309999942779541,25.0,2,0
0,M,10.54800033569336,24.0,1,0
0,F,13.649999618530273,11.833333015441895,0,0
0,M,11.984285354614258,5.285714149475098,3,0
0,M,16.059999465942383,11.0,0,0
0,M,13.904285430908203,10.714285850524902,1,0
0,M,10.64571475982666,7.714285850524902,4,0
0,F,12.823749542236328,4.5,2,0
0,F,14.585714340209961,7.714285850524902,1,0
0,F,9.843999862670898,15.0,3,0
0,M,11.924285888671875,2.142857074737549,4,0
0,F,12.800000190734863,8.857142448425293,3,0
0,M,11.680000305175781,8.428571701049805,1,0
0,F,12.675000190734863,10.333333015441895,1,0
0,M,10.758000373840332,4.199999809265137,2,0
0,M,13.869999885559082,8.333333015441895,0,0
0,M,18.035554885864258,4.222222328186035,0,0
0,F,15.220000267028809,6.0,0,0
0,F,12.981428146362305,11.571428298950195,1,0
0,F,13.837142944335938,9.428571701049805,1,0
0,F,16.61571502685547,5.285714149475098,0,0
0,F,12.297499656677246,3.75,1,0
0,F,12.647500038146973,8.0,1,0
0,M,14.297499656677246,12.375,0,0
0,F,11.350000381469727,7.666666507720947,3,0
0,F,10.964285850524902,18.571428298950195,3,0
0,F,9.486666679382324,6.666666507720947,4,0
0,M,14.605713844299316,1.8571428060531616,0,0
0,M,13.091428756713867,11.0,0,0
0,F,13.35428524017334,14.714285850524902,1,0
0,F,8.649999618530273,9.5,2,0
0,M,13.800000190734863,9.0,0,0
0,F,13.338333129882812,3.1666667461395264,1,0
0,M,13.385714530944824,13.857142448425293,1,0
0,F,12.298333168029785,13.0,2,0
0,F,9.451666831970215,23.66666603088379,3,0
0,F,12.424285888671875,13.428571701049805,1,0
0,M,11.42199993133545,16.200000762939453,2,0
0,F,11.29714298248291,13.857142448425293,2,0
0,M,11.838000297546387,21.399999618530273,2,0
0,F,12.199999809265137,16.714284896850586,3,0
0,F,10.511428833007812,5.0,3,0
0,F,15.228571891784668,4.4285712242126465,0,0
0,M,11.753999710083008,7.400000095367432,2,0
0,F,11.854999542236328,15.333333015441895,1,0
0,F,11.670000076293945,22.0,2,0
0,F,11.380000114440918,12.0,1,0
0,F,12.916666984558105,4.0,2,0
0,F,11.092857360839844,16.85714340209961,3,0
0,M,13.417142868041992,8.285714149475098,1,0
0,F,14.717143058776855,6.0,0,0
0,F,14.221428871154785,3.142857074737549,0,0
0,M,14.054286003112793,15.142857551574707,0,0
0,M,11.167142868041992,16.85714340209961,2,0
0,M,13.182857513427734,7.857142925262451,1,0
0,F,14.287500381469727,1.375,0,0
0,M,12.743749618530273,11.875,2,0
0,F,14.533333778381348,8.166666984558105,0,0
0,F,16.347143173217773,2.5714285373687744,0,0
0,M,11.98799991607666,8.399999618530273,3,0
0,F,12.890000343322754,11.166666984558105,1,0
0,F,14.1371431350708,3.5714285373687744,1,0
0,M,9.579999923706055,17.0,4,0
0,M,13.943333625793457,7.666666507720947,0,0
0,M,15.069999694824219,15.0,0,0
0,F,11.451428413391113,11.428571701049805,4,0
0,M,11.035714149475098,5.4285712242126465,3,0
0,F,10.710000038146973,14.0,2,0
0,M,12.575714111328125,7.857142925262451,2,0
0,F,12.042499542236328,0.5,2,0
0,F,13.337142944335938,10.142857551574707,1,0
0,M,9.90571403503418,16.571428298950195,3,0
0,M,12.449999809265137,19.714284896850586,2,0
0,M,16.11571502685547,2.2857143878936768,0,0
0,F,10.012857437133789,18.714284896850586,3,0
0,F,13.383999824523926,5.800000190734863,1,0
0,M,14.729999542236328,10.142857551574707,0,0
0,M,17.0,4.375,0,0
0,M,13.260000228881836,6.25,0,0
0,F,12.14799976348877,17.0,2,0
0,M,15.724286079406738,0.2857142984867096,0,0
0,M,12.623332977294922,8.0,0,0
0,M,13.34857177734375,9.428571701049805,1,0
0,M,14.887999534606934,2.200000047683716,0,0
0,F,14.772500038146973,0.875,0,0
0,M,14.744999885559082,5.166666507720947,0,0
0,F,13.456666946411133,2.3333332538604736,0,0
0,M,11.891666412353516,4.666666507720947,2,0
0,F,15.294285774230957,1.0,0,0
2,F,3.9200000762939453,34.0,1,1
0,F,14.94857120513916,5.142857074737549,0,0
0,M,13.199999809265137,19.75,0,0
0,M,12.663999557495117,13.800000190734863,2,0
0,M,12.622857093811035,3.7142856121063232,2,0
0,F,15.971428871154785,2.857142925262451,0,0
0,F,11.94428539276123,3.142857074737549,2,0
0,M,12.462499618530273,14.25,0,0
0,F,8.994000434875488,14.600000381469727,3,0
3,M,12.683333396911621,9.5,1,1
0,M,12.022500038146973,14.25,2,0
0,M,15.062856674194336,1.2857142686843872,0,0
0,F,13.311429023742676,13.0,1,0
0,F,13.885714530944824,12.857142448425293,0,0
0,M,11.174285888671875,10.714285850524902,2,0
0,F,13.367500305175781,14.0,0,0
0,F,14.357999801635742,9.199999809265137,0,0
0,F,14.117142677307129,0.5714285969734192,0,0
0,M,10.0625,15.0,3,0
0,F,14.934286117553711,10.0,0,0
0,F,12.101666450500488,7.833333492279053,2,0
0,F,11.607500076293945,13.75,1,0
0,M,9.53499984741211,18.25,3,0
0,M,13.84000015258789,7.857142925262451,1,0
0,F,13.324285507202148,1.4285714626312256,1,0
0,F,11.359999656677246,8.666666984558105,2,0
0,F,13.40666675567627,11.333333015441895,0,0
0,F,12.485713958740234,4.142857074737549,2,0
0,M,11.989999771118164,0.8571428656578064,2,0
0,F,14.873332977294922,1.6666666269302368,1,0
0,M,14.265000343322754,8.833333015441895,1,0
0,F,9.857500076293945,15.25,2,0
0,F,11.964285850524902,6.4285712242126465,2,0
0,F,12.925999641418457,13.399999618530273,2,0
0,F,13.528571128845215,11.571428298950195,0,0
0,F,14.529999732971191,4.142857074737549,1,0
0,M,7.21999979019165,18.0,2,0
0,M,14.024999618530273,8.25,0,0
0,F,12.492500305175781,4.5,0,0
0,F,12.973333358764648,6.0,1,0
0,F,13.265714645385742,10.0,1,0
0,F,13.361666679382324,7.0,1,0
0,F,14.118749618530273,3.25,0,0
0,F,14.957500457763672,7.375,0,0
2,M,7.389999866485596,22.0,1,1
0,F,12.6899995803833,14.166666984558105,1,0
0,M,13.212857246398926,5.142857074737549,1,0
0,M,12.374285697937012,6.714285850524902,2,0
0,M,12.701428413391113,3.4285714626312256,1,0
0,M,13.430000305175781,10.399999618530273,1,0
0,F,14.677143096923828,3.5714285373687744,1,0
0,F,11.572500228881836,16.0,1,0
0,F,12.392857551574707,2.5714285373687744,2,0
0,M,15.554286003112793,6.0,0,0
0,F,15.315713882446289,7.4285712242126465,0,0
0,M,12.60285758972168,6.142857074737549,1,0
0,M,14.37833309173584,9.833333015441895,0,0
0,M,13.966666221618652,17.0,2,0
0,F,15.430000305175781,18.285715103149414,0,0
0,F,15.4662504196167,3.625,0,0
0,M,11.311666488647461,8.0,3,0
0,F,13.385714530944824,9.857142448425293,1,0
0,M,11.14142894744873,0.5714285969734192,3,0
0,M,13.183333396911621,4.833333492279053,1,0
0,M,14.920000076293945,6.0,0,0
0,F,16.138334274291992,7.0,0,0
0,F,15.417142868041992,6.4285712242126465,0,0
0,M,14.835000038146973,1.125,0,0
0,F,10.813333511352539,18.33333396911621,4,0
0,F,15.25,9.333333015441895,0,0
0,F,11.536666870117188,16.83333396911621,4,0
0,F,14.214285850524902,4.857142925262451,0,0
0,M,15.323333740234375,2.1666667461395264,0,0
0,M,8.148571014404297,16.0,4,0
0,F,14.117142677307129,11.428571701049805,1,0
0,F,15.677499771118164,0.75,0,0
0,M,12.471428871154785,13.0,2,0
0,F,13.789999961853027,4.166666507720947,0,0
0,F,13.65999984741211,13.428571701049805,0,0
0,M,12.149999618530273,1.4285714626312256,2,0
0,F,4.737500190734863,36.75,3,0
0,F,13.368000030517578,8.199999809265137,1,0
0,F,14.25857162475586,8.285714149475098,0,0
0,F,9.217499732971191,19.5,3,0
0,M,14.449999809265137,0.0,1,0
0,M,13.611428260803223,14.0,0,0
0,M,14.295000076293945,8.0,0,0
5,M,13.399999618530273,20.0,0,1
0,M,14.454999923706055,17.5,0,0
0,M,13.484999656677246,4.166666507720947,1,0
0,M,11.517999649047852,15.399999618530273,2,0
0,M,13.913999557495117,3.5999999046325684,0,0
0,F,9.90666675567627,14.5,3,0
0,M,11.715714454650879,14.714285850524902,2,0
0,F,12.99571418762207,9.857142448425293,1,0
0,M,10.902000427246094,10.800000190734863,3,0
0,M,14.59000015258789,5.800000190734863,0,0
0,M,11.33666706085205,9.333333015441895,3,0
0,F,14.413749694824219,8.25,0,0
0,M,14.161250114440918,14.125,2,0
0,M,8.407999992370605,18.0,3,0
0,M,12.791428565979004,7.857142925262451,1,0
0,F,13.5287504196167,3.0,0,0
0,M,13.029999732971191,12.428571701049805,2,0
0,F,12.616250038146973,7.875,1,0
0,F,11.873332977294922,16.0,2,0
0,M,12.642499923706055,10.5,0,0
0,F,14.412857055664062,5.285714149475098,1,0
0,M,12.143750190734863,9.375,3,0
0,M,12.303999900817871,17.399999618530273,2,1
0,F,12.515000343322754,4.666666507720947,1,0
0,M,14.857999801635742,15.199999809265137,0,0
0,F,10.317999839782715,4.599999904632568,4,0
0,M,13.813333511352539,2.8333332538604736,0,0
0,M,13.834285736083984,3.2857143878936768,0,0
0,M,11.561666488647461,13.166666984558105,2,0
4,F,11.774999618530273,8.0,1,1
0,F,15.09857177734375,3.0,0,0
0,M,13.173333168029785,6.666666507720947,1,0
0,M,10.975000381469727,12.666666984558105,2,0
0,F,12.645999908447266,14.399999618530273,1,0
0,M,11.357142448425293,4.5714287757873535,3,0
0,M,14.456000328063965,1.2000000476837158,0,0
0,M,13.319999694824219,14.5,0,0
0,M,10.954999923706055,9.666666984558105,2,0
0,M,13.204999923706055,1.0,0,0
0,M,12.00374984741211,13.875,1,0
0,F,12.350000381469727,6.0,0,0
0,M,11.791666984558105,5.833333492279053,3,0
0,M,10.928333282470703,10.833333015441895,4,0
0,F,12.926666259765625,14.0,1,0
0,F,14.239999771118164,6.285714149475098,0,0
0,F,12.09000015258789,11.142857551574707,3,0
4,F,11.479999542236328,8.0,1,1
0,F,13.315713882446289,9.857142448425293,0,0
0,M,14.210000038146973,5.714285850524902,0,0
0,F,14.34749984741211,2.875,0,0
0,F,13.462857246398926,7.5714287757873535,0,0
0,M,16.178571701049805,10.285714149475098,0,0
0,M,13.821999549865723,12.399999618530273,0,0
0,M,13.279999732971191,13.0,0,0
0,F,13.575714111328125,4.714285850524902,2,0
0,F,10.427499771118164,19.75,3,0
0,M,10.734999656677246,10.0,1,0
0,M,15.819999694824219,8.0,0,0
0,F,12.54285717010498,4.4285712242126465,0,0
0,M,14.90571403503418,8.571428298950195,0,0
0,M,11.465714454650879,10.857142448425293,2,0
0,F,13.191428184509277,7.4285712242126465,1,0
0,F,11.776000022888184,11.800000190734863,1,0
0,M,13.757143020629883,10.142857551574707,1,0
0,F,14.654285430908203,4.5714287757873535,0,0
0,F,14.946000099182129,4.199999809265137,0,0
0,F,10.869999885559082,16.16666603088379,2,1
0,F,15.397500038146973,5.5,0,0
0,F,10.210000038146973,20.5,1,0
0,M,11.5,6.0,2,0
0,F,12.545999526977539,16.200000762939453,1,0
0,F,15.001428604125977,10.571428298950195,0,0
0,M,6.658571243286133,24.14285659790039,7,0
0,M,10.29714298248291,12.142857551574707,3,0
0,F,12.006667137145996,6.0,1,0
0,F,9.833999633789062,11.0,3,0
0,F,12.664999961853027,0.0,1,0
0,F,11.665714263916016,8.571428298950195,4,0
0,M,11.156000137329102,7.599999904632568,1,0
0,F,13.637999534606934,6.199999809265137,1,0
5,M,13.183333396911621,9.0,0,1
0,F,9.172857284545898,21.285715103149414,3,0
0,F,12.199999809265137,7.5,1,0
0,F,12.838333129882812,10.166666984558105,2,0
0,F,12.887499809265137,2.0,0,0
0,F,13.965714454650879,2.142857074737549,0,0
0,F,8.095000267028809,26.5,3,0
0,F,13.367142677307129,4.714285850524902,0,0
0,M,15.46500015258789,10.375,0,0
2,F,6.800000190734863,24.0,1,1
0,F,10.09000015258789,18.375,5,0
0,F,7.355000019073486,24.0,2,0
0,F,14.265000343322754,5.75,0,0
0,M,12.927499771118164,6.125,1,0
0,F,14.177143096923828,3.857142925262451,1,0
0,F,14.25,2.3333332538604736,0,0
0,F,11.569999694824219,7.5,1,0
1,M,11.097143173217773,4.714285850524902,2,1
0,F,13.796667098999023,9.333333015441895,1,0
0,M,13.40250015258789,5.5,0,0
0,M,10.119999885559082,9.666666984558105,8,0
0,F,12.368332862854004,7.833333492279053,2,0
0,M,6.104000091552734,21.799999237060547,4,0
0,M,14.333749771118164,9.875,0,0
0,F,13.436666488647461,21.0,0,0
0,M,14.978571891784668,7.0,0,0
0,F,13.89714241027832,2.2857143878936768,2,0
0,F,9.39142894744873,19.285715103149414,3,0
0,F,14.572856903076172,6.142857074737549,1,0
0,F,8.524285316467285,16.0,5,0
0,M,10.28600025177002,17.799999237060547,2,0
0,M,13.390000343322754,6.0,1,0
0,F,13.180000305175781,7.125,1,0
0,M,11.437143325805664,8.571428298950195,3,0
0,F,11.435714721679688,9.714285850524902,4,0
0,F,16.68000030517578,7.285714149475098,0,0
0,F,12.63599967956543,8.399999618530273,1,0
0,F,10.710000038146973,19.0,1,0
2,F,10.239999771118164,17.33333396911621,2,1
0,M,11.556666374206543,7.5,3,0
0,F,12.831428527832031,7.857142925262451,0,0
0,M,14.838571548461914,12.571428298950195,0,0
4,M,10.926666259765625,7.666666507720947,3,1
0,M,9.723333358764648,22.66666603088379,1,0
0,M,15.0,6.0,0,0
0,F,11.454000473022461,3.5999999046325684,3,0
0,M,14.0600004196167,6.333333492279053,1,0
0,M,12.302857398986816,5.4285712242126465,2,0
0,M,13.922499656677246,10.5,0,0
0,F,15.105713844299316,0.5714285969734192,0,0
0,F,15.40999984741211,9.428571701049805,0,0
0,F,14.074999809265137,13.375,0,0
0,F,5.222499847412109,27.25,3,0
0,F,13.795714378356934,10.285714149475098,1,0
0,F,15.737142562866211,8.285714149475098,0,0
0,M,14.097143173217773,4.142857074737549,0,0
0,F,12.782500267028809,12.5,1,0
0,F,12.595714569091797,14.142857551574707,2,0
2,F,14.643750190734863,5.625,0,1
0,M,14.335714340209961,9.714285850524902,0,0
3,M,10.797499656677246,20.25,1,1
0,M,15.168333053588867,0.5,0,0
0,F,13.304286003112793,16.85714340209961,0,0
0,F,12.287142753601074,6.285714149475098,2,0
0,F,8.989999771118164,11.0,3,0
0,F,7.242000102996826,24.600000381469727,4,0
0,F,11.15333366394043,16.0,3,0
0,M,15.6371431350708,5.5714287757873535,0,0
1,F,9.921667098999023,10.333333015441895,4,1
0,F,12.915714263916016,11.142857551574707,1,0
0,F,13.118571281433105,8.142857551574707,2,0
0,F,15.426250457763672,10.25,0,0
0,M,13.537142753601074,0.2857142984867096,1,0
0,F,15.654999732971191,6.75,0,0
0,F,13.618571281433105,12.714285850524902,0,0
0,F,11.925714492797852,9.285714149475098,2,0
0,F,10.566666603088379,12.5,4,0
0,F,13.773750305175781,1.875,1,0
0,M,12.118332862854004,10.833333015441895,2,0
0,M,14.770000457763672,7.714285850524902,0,0
0,F,12.515999794006348,5.0,0,0
0,F,10.066666603088379,3.3333332538604736,5,0
3,M,7.067500114440918,19.0,4,1
0,F,14.103750228881836,2.75,0,0
0,F,12.739999771118164,13.666666984558105,1,0
0,M,11.944999694824219,8.0,1,0
0,M,9.489999771118164,22.285715103149414,5,0
0,F,12.298571586608887,14.714285850524902,3,0
0,M,10.917142868041992,15.571428298950195,3,0
0,F,9.420000076293945,19.5,4,0
0,F,15.40333366394043,11.666666984558105,0,0
